id,code,nom,territoire_code
"507","BKOUMA","Biankouma / Bafing / Touba / Koro / Complexe / Sangouine /","MAN"
"508","MANVI","Man ville","MAN"
"509","NBOUHI","Nanbouhi/Camp manoir/Chateau résidentiel/Gabon/Gbakalepa/Yabayo","SOU"
"510","ANMANB","Anoumanbo/Hibiscus/Sicogi/Sans fil/Zone 4/KBF","SOU"
"511","SBRE","Okrouyo- Guehio -Buyo -Bakayo-osserie-logboville-Dapea-lessirie-commerce-kpeiri-opouyo-cité ouvriere","SOU"
"512","ISSIA","Issia & Environs (mira, zobia, commerce, Saioua)","SOU"
"513","MNGA","Monogaga / Dabiho / Marche / Doupoudou","SPD"
"514","GRDMRCH","Grand marche / Bereby / Commerce","SPD"
"515","CTE","Cité / Jule Ferry / Lac / Sewke / Bardot","SPD"
"516","JLESFE","Lac / Jules ferry / Zone industrielle / Bardot","SPD"
"517","CRDOR","Corridor / Gare / Sotref / Dafci","SPD"
"518","SLEIL","Zapata / Garahio / Babre / Soleil / Dioulabougou","GAG 2"
"519","CRDORS","Dares salam / Grarage Koffi / Garage Dosso / Corridor Sinfra","GAG 2"
"520","Ggnoa2","Gagnoa 2 / Guiberoua / Issia / Gueyo","GAG 2"
"521","CMRCE","Commerce / Gbakayo / Galebre / Tchedelei","GAG 1"
"522","SLEIL","Soleil / Delbo / Millionnaire / Commerce","GAG 1"
"523","GBKY","Dioulabougou / Katalina / Commerce / Gbakayo","GAG 1"
"524","SKOURA","Doukakou / Sokoura / Commerce / Bribore","DIV"
"525","LBANAIS","Konankro / Libanais / Jerusalem / Dialogue 2 / Dioulabougou","DIV"
"526","DLOGUE1","Commerce / Dialogue 1 / Gremian / Benoi","DIV"
"527","Giglo1N","Guiglo 1 nord","GUI 1"
"528","Giglo1S","Guiglo 1 sud","GUI 1"
"529","Giglo1DK","Guiglo 1 / Duekoué","GUI 1"
"530","Giglo2N","Guiglo 2 Nord","GUI 2"
"531","Giglo2S","Guiglo 2 sud","GUI 2"
"532","Giglo2TBA","Guiglo 2 / Touba","GUI 2"
"533","ODNE1","Odiénne 1","ODI"
"534","ODNE2","Odiénne 2","ODI"
"535","SMTIGLA","Odiénne / Tiémé / Madinani / Samatiguila","ODI"
"536","NIBLCAMA","NI3-BLONTIARA/DOROPO2-DASSIKELE/BOBOSSO-ZONGO/commerce /TEFRO-BOUNA2/CAMARASSO","Boun"
"537","BNGO","BOUNA /BROMAKOTE-VARALE/VARALE-DOROPO/AXE BOUNA-VONKORO/AXE BOUNA- MANGO","Boun"
"538","NVEG","NOUVEAU GOUDRON/ FEH KESSE/ CITE SIR/ AKANDJE/ LAURIER 15/SANTE","BIN"
"539","BLAN","BLANCHON/PALMERAIE BINGERVILLE/ADJAME BINGERVILLE/ BREGBO/AKOUAI SANTE/AMAN/","BIN"
"540","BCIE","BASE CIE/ KOROCOBOUGOU/GBAGBA/BERLIN/SAVANE/MACHOU/SICOGI/MACHOUX/MARCHE/","BIN"
"541","ABAT","ABATTA/ABATTA VILLAGE/JULES VERNE/CITE DU PORT","BIN"
"542","BING","TOUT BINGERVILLE","BIN"
"543","LCET","LYCEE TECHNIQUE/VALLON/COLOMBIE","COC 1"
"544","MAHO","MAHOU COLOMBIE","COC 1"
"545","PERL","PERLE/MAHOU/ANGRE","COC 1"
"546","PALM","PALMERAIE/ATTOBAN /BONOUMIN","COC 1"
"547","PALM2","PALMERAIE2 COCOVICO","COC 1"
"548","ANGR","ANGRE 2PLATEAUX 7 TRANCHE","COC 1"
"549","DJOR","BESSIKOI/DJOROBITE","COC 1"
"550","DNGA","DANGA/COCODY CENTRE/BLAUKOSS","COC 2"
"551","BLKH","BLAUKOSS COCODY CENTRE","COC 2"
"552","RVER2","RIVIERA 2/ RIVIERA 3/ GOLF","COC 2"
"553","ANON","ANONO","COC 2"
"554","FAYB","FAYA BON PRIX/ABATTA","COC 2"
"555","CIAD","CIAD/MPOUTO/SYNACACI/FAYA (COTE ECHANGEUR)","COC 2"
"556","ARAS","ARAS/ BELLEVILLE/ BIAFRA/ QUARTIER APOLLO / ZONE 3","TRE"
"557","BIAF","ARAS/ BELLEVILLE/ BIAFRA/ QUARTIER APOLLO / ZONE 3","TRE"
"558","RSD","RÉSIDENTIEL / CHAMPROUX / GROUPEMENT/ HIBISCUS / MASSARANA","MAR"
"559","SICOG","SICOGI / REMBLAIS / ANOUMANBO/ SANS FIL / ZONE 4","MAR"
"560","HIBI","RÉSIDENTIEL / CHAMPROUX / GRPE/ HIBISCUS / MASSARANA / SICOGI / REMBLAIS /ANOUMANBO/ SANS FIL/ ZONE4","MAR"
"561","RBLA","REMBLAIS/MARAIS/ DIVO/ KOUMASSI 32/ TERM 05","KOU"
"562","CTE147","CITÉ 147/ PRODOMO/SOPIM/ CAMPEMENT/SOWETO/SICOGI","KOU"
"563","AHOU","AHOUSSABOUGOU/ 3 AMPOULES/ MARCHÉ DJE KONAN/SOLEIL/GELTI","KOU"
"564","KMSS32","REMBLAIS/MARAIS/ DIVO/ KOUMASSI 32/ TERM 05 /3 AMPOULES / AHOUSSABOUGOU","KOU"
"565","PRDM","CITÉ 147/ PRODOMO/SOPIM/ CAMPEMENT/SOWETO/SICOGI/ MARCHÉ DJE KONAN / SOLEIL","KOU"
"566","PRBC","PORT BOUET CENTRE/CITÉ POLICIÈRE/PETIT BASSAM/VRIDI","PRB"
"567","AERO","AÉROPORT/ ADJAWUI","PRB"
"568","JANF","JEAN FOLLY/ ADJOUFOU","PRB"
"569","TRCA","TERRE ROUGE/CORRIDOR/ANANI","PRB"
"570","PRBO","PORT BOUET","PRB"
"571","MOKE","MOCKEYVILLE/UNIVERSITÉ AMÉRICAINE/ EDOUKOU MIEZAN/QUARTIER ARTISANAL/MODESTE/ANANI/MOOSOU 1","BAS"
"572","VETO","VETOCO/MOOSOU2/IMPERIAL/DOS/QUARTIER FRANCE/DIOULABOUGOU/AZURETI","BAS"
"573","ANAN","ANANI/DOS/ DIOULABOUGO/PETIT MARCHÉ","BAS"
"574","8KLO","8 KILOS/ YAOU/CENTRE VILLE/BEGNERI/SAMO/ASSINIE","BAS"
"575","YAOU","8 KILOS/ YAOU/CENTRE VILLE/BEGNERI/SAMO/ASSINIE","BAS"
"576","CTREV","8 KILOS/ YAOU/CENTRE VILLE/BEGNERI","BAS"
"577","DJELI","DJELIBA /TP/ PARCERELLE/KONAN KAN/BOIS BLANC/ AYEBO/ADAOU","ABO"
"578","DIATEK","DIATEKRO/SOKORA/CCE/WATTVILLE/BELLEVILLE/SOS/DOSOBAH/CITÉ KOUMI/LYCÉE/ KRINDJABO/KOLAIWA/SANHOUMAN","ABO"
"579","AYME","AYAMÉ/EBIKRA/AKRESIE/N’ZIKRO/BABADOUGOU/EBOUÉ/ABY/ADJOUAN/MOYASSUÉ/AKAKRO/  V1/V2/KRINDJABO/KASSIKRO","ABO"
"580","ADKE","ADIAKÉ/ABOISSO/AYAMÉ/ KRINDJABO/ NOÉ/ ASSE/SOUMIÉ/N'ZIKRO/ KOFFIKRO/BABADOUGOU/ CARF AHENOUA/ADAOU","ABO"
"581","AGBA","AGBAN VILLAGE / CITE FERMONT / ATTECOUBE CENTRE / PLATEAU CENTRE / MARCHE DE FRUIT","PLA"
"582","CTEFER","AGBAN VILLAGE / CITE FERMONT / ATTECOUBE CENTRE / PLATEAU CENTRE / MARCHE DE FRUIT","PLA"
"583","ATTC","YOPOUGON 1 & 2","YOP 1"
"584","WASS","WASSAKARA /  SELMER / SICOGI","YOP 1"
"585","SELM","WASSAKARA /  SELMER / SICOGI","YOP 1"
"586","SBLE","YOPOUGON SABLE / MILLIONNAIRE / NOUVEAU QUARTIER","YOP 1"
"587","MILLI","YOPOUGON SABLE / MILLIONNAIRE / NOUVEAU QUARTIER","YOP 1"
"588","NGON","NIANGON NORD / SIDECI","YOP 1"
"589","TOROU","TOIT ROUGE / LOKODJRO / ATTECOUBE MOSSIKRO","YOP 1"
"590","LKOD","TOIT ROUGE / LOKODJRO / ATTECOUBE MOSSIKRO","YOP 1"
"591","NGOS","NIANGON SUD / AZITO","YOP 2"
"592","AZTO","NIANGON SUD/ AZITO","YOP 2"
"593","KTE","KOUTÉ/ PETIT TOIT ROUGE/ BÉAGO","YOP 2"
"594","BEAG","KOUTÉ/ PETIT TOIT ROUGE/ BÉAGO","YOP 2"
"595","KWEI","KOWEIT/ SANTÉ/ ABOBO DOUMÉ/ AGBAYATÉ","YOP 2"
"596","YOPS","KOWEIT/ YOPOUGON SANTÉ/ ABOBO DOUMÉ/ AGBAYATÉ","YOP 2"
"597","ADKOI","ANDOKOI/ UNIWAX/CRF ZONE /PRISON CIVILE/SODEFOR  ET CITÉ ADO","YOP 3"
"598","ZNEIND","ZONE INDUSTRIELLE/ MICAO/GESCO FOURRIÈRE/ PK22/SIKENSI/ATTINGUÉ","YOP 3"
"599","MCAO","ANDOKOI/ UNIWAX/ ZONE INDUSTRIELLE/ MICAO GESCO FOURRIÈRE/PRISON CIVILE/ SODEFOR/CITÉ ADO......","YOP 3"
"600","GSCO","ANDOKOI/UNIWAX/ ZONE INDUSTRIELLE/ MICAO/ GESCO FOURRIÈRE/ PRISON CIVILE/ SODEFOR ET CITÉ ADO....","YOP 3"
"601","SPOREXBANCO2/ ABOULAYE DIALLO/ ANANE","SIPOREX/ BANCO2/ ABOULAYE DIALLO/ ANANERAIE/ MAMIE ADJOUA/PORT BOUET 2/CRF CHU/MOSQUÉE KOUDOUS","YOP 3"
"602","PRTBOU","PORT BOUET 2/CRF CHU/MOSQUÉE KOUDOUS/ ANANERAIE/ FUSCOM PORT BOUET 2/RD POINT GESCO","YOP 3"
"603","AANERAIEANANERAI","ANANERAIE/ GESCO RD POINT/ BATIM/MAMIE ADJOUA","YOP 3"
"604","LBAFRIQUEJATARK","LUBAFRIQUE/ JATARK/ LOKOA/CITÉ VERTE/BAGNON/ LIÈVRE ROUGE/KM17/BIMBRESSO/","YOP 4"
"605","CNEO","MATY/CANARI /ANTENNE/ SICOGI ATTIÉ/NIANGON À DROITE/ NIANGON CONTINUE/ CITÉ EECI","YOP 4"
"606","KBIM","KM17/BIMBRESSO/  ́JATARK/LOKOA CITÉ VERTE/ LIÈVRE ROUGE","YOP 4"
"607","DCCO","SICOGI ATTIÉ/ST ANDRÉ CÔTÉ DROIT/ PMI/AIMÉ CESAIRE/BON PRIX/ CRF BOBY & POLICIER CÔTÉ DROIT/BAR ECLA","YOP 4"
"608","TRMINUSNUS","TERMINUS 47 SECTEUR DROIT/ SICOGI PMI/ TIKEN DJA/BMW/KIMI","YOP 4"
"609","AADÉMIEMIE","ACADÉMIE/ FIN GOUDRON/ PAYS BAS/CAISTAB/CITÉ LAURIER/ CITÉ VERTE","YOP 4"
"610","MROCAN","MAROC/ANANERAIE/ PORT BOUET 2/LUBAFRIQUE/ NIANGON À DROITE /TEXACO À DROITE","YOP 4"
"611","SNGONN","SONGON/N’DJEM/ CARREFOUR JACQUESVILLE/JACQUESVILLE VILLE/ DABOU/N’ZEKREZESSOU....","DAB"
"612","GANDLA","GRAND LAHOU/CRF GRAND LAHOU/CRF FRESCO/FRESCO VILLE ET PÉRIPHÉRIES","DAB"
"613","DBOUVI","DABOU VILLE/ SONGON/ CARREFOUR JACQUESVILLE....","DAB"
"614","SNGON","SONGON/ CARREFOUR JACQUESVILLE/ JACQUESVILLE/ DABOU/GRAND LAHOU/FRESCO/","DAB"
"615","DKUI","DOKUI / ANADOR / COCO SERVICE DERRIÈRE UNIVERSITÉ ABOBO/ADJAMÉ / ALEPE","ABO 1"
"616","AOCATIERAVOCATIE","AVOCATIER / BC AUTOUTE / NOUVELLE GARE / AGNISSANKOI / BC","ABO 1"
"617","SMANKEKE","SAMANKE / KOLETCHA / ABOBO BAOULE / BIABOU","ABO 1"
"618","AEIKOIOI","AKEIKOI  / HABITAT  / AGBEKOI /  HOUPHOUT BOIGNY","ABO 1"
"619","LCEEMO","LYCEE MODERNE / ETOILE / GENDARMERIE / BON PRIX GENDARMERIE / CHATTONS","ABO 1"
"620","CTEPOL","CITE POLICIERE / CAMP COMMANDO / CNPS / AVENUE KAZA / COLATIER","ABO 1"
"621","AOBOGA","ABOBO GARE  / MAIRIE","ABO 1"
"622","MSQUEB","MOSQUE BLANCHE/ANOKOUA KOUTE/MARAHOUE/AGRIPAC","ABO 2"
"623","MSQUEB","MOSQUE BLANCHE/ANOKOUA KOUTE/MARAHOUE/AGRIPAC","ABO 2"
"624","SDECIO","SODECI/ONUCI/SOTRAPIM/CARREFOUR DIALLO/TAXI BAGAGE","ABO 2"
"625","SDECIO","SODECI/ONUCI/SOTRAPIM/CARREFOUR DIALLO/TAXI BAGAGE","ABO 2"
"626","CACOCC","CMA/COCCINELLE/CONCORDE/BOIS SEC/DELICE DE FRANCE / ANCIEN MARCHE/UNICAFE/FEU ENCIENNE GENDARMERIE","ABO 2"
"627","ACIENNE","ANCIENNE GENDARMERIE/ BELLE VILLE MORGUE/ GARE /ADZOPE/AGBOVILLE","ANY"
"628","CÄTEAU","CHÄTEAU/MARCHE COLA/MARCHE D'ANYAMA/DON ORION/AZAGUIE/BILDA AZAGUIE AWA ATTINGUE","ANY"
"629","AYAMAP","ANYAMA/PLAQUE ARABE/ANYAMA RESIDENTIEL/EBIMPE/","ANY"
"630","CÄTEAU","CHÄTEAU/MARCHE COLA/MARCHE D'ANYAMA/DON ORION/ MACHE CHAKA KONE","ANY"
"631","AEAUTO","AXE AUTOROUTE N'DOTRE/ DANDI/COMPLEXE/MAIRIE","ANY"
"632","ANCGEN","ANCIENNE GENDARMERIE/ BELLE VILLE MORGUE/ GARE","ANY"
"633","BNDJIN1","BANDJI/N'DOTRE EXTENSION/CELESTE/NOUVELLE CASSE / ARC EN CIEL/DANDY/KOBAKRO/TERRE ROUGE/AKWABA","ANY"
"634","BNDJIN2","BANDJI/N'DOTRE EXTENSION/CELESTE/NOUVELLE CASSE / ARC EN CIEL/DANDY/KOBAKRO/TERRE ROUGE/AKWABA","ANY"
"635","20LGTSLGTS","220LGTS / LIBERTÉ / QUARTIER LATIN / BRACODI / TERRASSE/RENAULT","ADJ"
"636","WILLY","WILLIAMSVILLE/MACACI/ PAILLET/VIDANGE/ HMA","ADJ"
"637","SPEURP","SAPEUR POMPIER/ SAINT MICHEL/ QUARTIER EBRIÉ/DALLAS","ADJ"
"638","NNGUIA","NANGUI ABROGOUA / MARCHE GOURO / BLACK MARKET / MIRADOR / NOUVELLE GARE","ADJ"
"639","BRAMA","BRAMACOTÉ / DÉLÉGATION / CITÉ RAN / FORUM","ADJ"
"640","CNTREAD","TERRITOIRE ADJAMÉ","ADJ"
"641","AZOPEV","ADZOPE VILLE","ADZ"
"642","AKPEVI","AKOUPE / YAKASSE ATTOBROU / ANDE / YAKASSE ME","ADZ"
"643","AGBVIL","AGBOVILLE VILLE / N'DOUCI / SIKENSI","AGB"
"644","AZGUVIL","AZAGUIE / PETIT YAPO / GRAND YAPO / RUBINO / SECHI","AGB"
"645","CFETO","CAFETOUTOU/AGNIKRO/ADOUKOFFIKRO/GARE DE NIABLE /AFFALIKRO/ANGOUAKRO/DRAMANKRO/NIABLE/ADAOU/BAOULEKRO","ABEN"
"646","CMMER","COMMERCE/RELAIS/HKB/LOBIKRO/CAMP MILITAIRE/PLATEAU","ABEN"
"647","RSDT","RESIDENTIEL/120 LGMT/CHICAGO/BAOULEKRO/DIOULAKRO/GAGOU/OUELLE/GRAV D'OR/COMMERCE/KREGBE/SOSSOBOUGOU","ABEN"
"648","PLTEMI","ADAOU/ADOUKOFIKRO/BAOULEKRO/CAFETOU/AGNIKRO/CMP MILITAIRE/COMMERCE/DIOULAKRO/HKB/LOBKRO/PLATX/RELAIS","ABEN"
"649","GRELO","BONAHOUIN/ARRAH/BONGOUANOU/APRONPRON/ASSIKASSO/AGNIBILEKRO/ANDE/APKAOUSSOU/DAOUKRO/TANKESSE/ANUANSUE","ABEN"
"650","BNON","Bonon / Garango / Gobazra / Bouaflé / Zougoussou / Zambakro / Zuenoula","YAM"
"651","Spim","Sopim / Makora - Belleville / Kokrenou 1 / Kokrenou 2 / Kokrenou 3 / Kokenou 4","YAM"
"652","ASSAB","Assabou 1 - Djahakro - 50 & 227 logements - INPHB / Assabou 2 - 220 logements","YAM"
"653","DLABOU","Dioulabougou 1 / Dioulabougou 2 / Dioulabougou 3 / Dioulabougou 4 / Dioulabougou 5/ Dioulabougou 6","YAM"
"654","MROFE","Morofé / Morofé extention/ Morofé 2 / Morofé 3 -Habitat 1 / Habitat","YAM"
"655","TMOD","Toumodi","DIM"
"656","DMBKRV","Dimbokro ville","DIM"
"657","BCAND","Toumodi / Dimbokro / M'batto / Bocanda","DIM"
"658","SKOURA","Sokoura / Commerce / Centre Ivoire / Houphouet-Ville / Nimbo / Djamourou / Dare_Salam / Tola / Maroc","BKE 1"
"659","KOKO","Koko / Audjenekourani / Hypodrome / Beaufort / Zone / Gonvreville / Beaufort/ Habitat Gonvreville","BKE 1"
"660","ONADKH","Cmrce/Sokoura/Marche/Boniere/Bokala/Dare salam/Belle ville/Air Frce/Djanbourou/Zone/Sakasou/Tola","BKE 1"
"661","CMRCE","Commerce/Nguattakro/Ahougnansou/Houphouet ville/Broukro/Sicogi/Ndakro/Campus/Adje yaokro/Tchelekro","BKE 1"
"662","BKEVILL","Bouaké ville","BKE 1"
"663","GRDM","Grand marche / Nimbo / Kennedi / Sokoura","BKE 2"
"664","AIRFR","Air France 1,2,3 / Corridor sud","BKE 2"
"665","DRSAL","Dares salam Djambourou / Abattoir / Laraba / Corridor Nord","BKE 2"
"666","BLLVIL","Belle ville 1,2,3 / Campement","BKE 2"
"667","GRDMA","Grand marche / Satama Sokora / Brobo / M'bahiakro/ Niakara / Dabakala","KAT"
"668","KTLAVIL","Katiola ville","KAT"
"669","REBANQ","Commerce/Boulevard Ado/Voie kafoudal/Voie de Mbengue/Tarato/Siempurgo/Boundiali/Gbon/Kouto/Tengréla","KOR"
"670","QATAIRF","Quartier 14/Air France/ Sinistré/Sodepra/Cite des medecins/Tiékélézo/Prémafolo/Soba/Kassirimé","KOR"
"671","HSSADG","Haoussadougou / Petit Paris / Soba","KOR"
"672","NVEQUA","Nouveau Quartier / Sossorobougou / Cocody /Klofohakaha","KOR"
"673","BNDLI","Boundiali & Environs","FER"
"674","FRKESS","Ferkessedougou & Environs SICAF1 /SICAF2","FER"
"675","BNAD","Bouna / Doropo / Tanda","BON"
"676","BNDOK1","Bondoukou 1","BON"
"677","BNDOK2","Bondoukou 2","BON"
"678","Lbia","Labia/Mossibougou/Texas/Huberson/ Millionnaire/Soleil/Kenedy2/Suisse/Grand marche/ORLY / Flora","DAL"
"679","ABTT","Abattoir/Marche Manioc/Garage/Orly plateau/Dioulabougou","DAL"
"680","CMERCE 1","Commerce / Kani / Mankono / Serela / Kouenahiri","DAL"
"681","CMERCE 2","Commerce / Kani   / Mankona","MNK"
"682","DMDE","Diomande / Traoré / Rymer / Quartier Grarge / Garage Angola / Sifie / Kouego","MNK"
"683","SGULA","Séguéla/ Mankono / Kani / Dianra","MNK"
"684","MRCHE","Marche / Zele / Dayagoine / Municipal / Campus / Quartier thérèse /","MAN"
"685","CAFOP","Cafop / Camp SEA / Lycée club / Commerce / Koko / Libreville /","MAN"
"686","BKOUMA","Biankouma / Bafing / Touba / Koro / Complexe / Sangouine /","MAN"
"687","MANVI","Man ville","MAN"
"688","NBOUHI","Nanbouhi/Camp manoir/Chateau résidentiel/Gabon/Gbakalepa/Yabayo","SOU"
"689","ANMANB","Anoumanbo/Hibiscus/Sicogi/Sans fil/Zone 4/KBF","SOU"
"690","SBRE","Okrouyo- Guehio -Buyo -Bakayo-osserie-logboville-Dapea-lessirie-commerce-kpeiri-opouyo-cité ouvriere","SOU"
"691","ISSIA","Issia & Environs (mira, zobia, commerce, Saioua)","SOU"
"692","MNGA","Monogaga / Dabiho / Marche / Doupoudou","SPD"
"693","GRDMRCH","Grand marche / Bereby / Commerce","SPD"
"694","CTE","Cité / Jule Ferry / Lac / Sewke / Bardot","SPD"
"695","JLESFE","Lac / Jules ferry / Zone industrielle / Bardot","SPD"
"696","CRDOR","Corridor / Gare / Sotref / Dafci","SPD"
"697","SLEIL","Zapata / Garahio / Babre / Soleil / Dioulabougou","GAG 2"
"698","CRDORS","Dares salam / Grarage Koffi / Garage Dosso / Corridor Sinfra","GAG 2"
"699","Ggnoa2","Gagnoa 2 / Guiberoua / Issia / Gueyo","GAG 2"
"700","CMRCE","Commerce / Gbakayo / Galebre / Tchedelei","GAG 1"
"701","SLEIL","Soleil / Delbo / Millionnaire / Commerce","GAG 1"
"702","GBKY","Dioulabougou / Katalina / Commerce / Gbakayo","GAG 1"
"703","SKOURA","Doukakou / Sokoura / Commerce / Bribore","DIV"
"704","LBANAIS","Konankro / Libanais / Jerusalem / Dialogue 2 / Dioulabougou","DIV"
"705","DLOGUE1","Commerce / Dialogue 1 / Gremian / Benoi","DIV"
"706","Giglo1N","Guiglo 1 nord","GUI 1"
"707","Giglo1S","Guiglo 1 sud","GUI 1"
"708","Giglo1DK","Guiglo 1 / Duekoué","GUI 1"
"709","Giglo2N","Guiglo 2 Nord","GUI 2"
"710","Giglo2S","Guiglo 2 sud","GUI 2"
"711","Giglo2TBA","Guiglo 2 / Touba","GUI 2"
"712","ODNE1","Odiénne 1","ODI"
"713","ODNE2","Odiénne 2","ODI"
"714","SMTIGLA","Odiénne / Tiémé / Madinani / Samatiguila","ODI"
"715","NIBLCAMA","NI3-BLONTIARA/DOROPO2-DASSIKELE/BOBOSSO-ZONGO/commerce /TEFRO-BOUNA2/CAMARASSO","Boun"
"716","BNGO","BOUNA /BROMAKOTE-VARALE/VARALE-DOROPO/AXE BOUNA-VONKORO/AXE BOUNA- MANGO","Boun"
